Date,Broker_Name,Grade,Factory_Name,MF,Median_Price,Average_Price,Median_Quantity,Average_Quantity
1/27/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK,POTHOTUWA,BF 0138,392.5,393.75,558.5,549.25
1/27/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK1,POTHOTUWA,BF 0138,520,496.6666667,880,886.6666667
1/27/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOP,POTHOTUWA,BF 0138,470,470,800,826.6666667
1/27/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOP1,POTHOTUWA,BF 0138,450,450,370,370
1/27/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF1,POTHOTUWA,BF 0138,550,550,880,880
1/27/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF,POTHOTUWA,BF 0138,525,525,750,750
1/27/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP,POTHOTUWA,BF 0138,510,493.3333333,1020,1013.333333
1/27/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPA,POTHOTUWA,BF 0138,350,350,380,380
1/27/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP,POTHOTUWA,BF 0138,700,700,171,171
1/27/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP1,POTHOTUWA,BF 0138,600,600,740,740
1/27/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFSP,POTHOTUWA,BF 0138,560,560,1525,1525
1/27/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1A,POTHOTUWA,BF 0138,315,315,280,280
10/12/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1,POTHOTUWA,BF 0138,700,700,360,360
10/12/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP1,POTHOTUWA,BF 0138,720,720,330,330
10/12/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OPA,POTHOTUWA,BF 0138,570,570,280,280
10/12/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK,POTHOTUWA,BF 0138,570,570,380,380
10/12/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK1,POTHOTUWA,BF 0138,720,700,440,433.3333333
10/12/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK,POTHOTUWA A,BF 0138,480,480,300,300
10/12/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOP,POTHOTUWA,BF 0138,670,676.6666667,440,553.3333333
10/12/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF1,POTHOTUWA,BF 0138,700,670,800,713.3333333
10/12/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP,POTHOTUWA,BF 0138,730,730,500,500
10/12/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPSP,POTHOTUWA,BF 0138,480,480,860,860
10/12/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPF,POTHOTUWA,BF 0138,720,720,520,520
10/12/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP,POTHOTUWA,BF 0138,940,940,95,95
10/12/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP1,POTHOTUWA,BF 0138,950,950,190,190
10/12/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFSP,POTHOTUWA,BF 0138,880,880,600,600
10/12/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BM,POTHOTUWA,BF 0138,430,430,330,330
10/12/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1A,POTHOTUWA,BF 0138,435,435,280,280
10/19/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1,POTHOTUWA,BF 0138,680,680,360,360
10/19/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP1,POTHOTUWA,BF 0138,675,675,465,465
10/19/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP,POTHOTUWA,BF 0138,640,640,300,300
10/19/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OPA,POTHOTUWA,BF 0138,570,570,265,265
10/19/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK,POTHOTUWA,BF 0138,580,580,360,360
10/19/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK1,POTHOTUWA,BF 0138,750,750,450,450
10/19/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1,POTHOTUWA A,BF 0138,580,580,700,700
10/19/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP1,POTHOTUWA A,BF 0138,500,500,600,600
10/19/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OPA,POTHOTUWA A,BF 0138,460,460,250,250
10/19/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOP,POTHOTUWA,BF 0138,745,745,620,620
10/19/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF1,POTHOTUWA,BF 0138,730,690,440,430
10/19/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP,POTHOTUWA,BF 0138,750,750,760,760
10/19/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPF,POTHOTUWA,BF 0138,620,620,530,530
10/19/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOP,POTHOTUWA A,BF 0138,630,630,360,360
10/19/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP,POTHOTUWA,BF 0138,800,800,288,288
10/19/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP1,POTHOTUWA,BF 0138,900,900,114,114
10/19/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFSP,POTHOTUWA,BF 0138,800,800,475,475
10/19/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,DUST,POTHOTUWA,BF 0138,490,490,600,600
10/26/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1,POTHOTUWA,BF 0138,760,760,370,370
10/26/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP1,POTHOTUWA,BF 0138,830,830,680,680
10/26/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP,POTHOTUWA,BF 0138,680,680,270,270
10/26/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OPA,POTHOTUWA,BF 0138,600,600,265,265
10/26/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK,POTHOTUWA,BF 0138,620,620,360,360
10/26/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK1,POTHOTUWA,BF 0138,730,710,440,433.3333333
10/26/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK,POTHOTUWA A,BF 0138,520,520,300,300
10/26/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOP,POTHOTUWA,BF 0138,770,770,620,620
10/26/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF1,POTHOTUWA,BF 0138,710,713.3333333,450,453.3333333
10/26/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP,POTHOTUWA,BF 0138,790,790,500,500
10/26/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPSP,POTHOTUWA,BF 0138,500,500,860,860
10/26/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPF,POTHOTUWA,BF 0138,760,760,520,520
10/26/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP,POTHOTUWA,BF 0138,920,920,200,200
10/26/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP1,POTHOTUWA,BF 0138,880,880,285,285
10/26/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFSP,POTHOTUWA,BF 0138,910,910,400,400
11/2/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP1,POTHOTUWA,BF 0138,730,730,315,315
11/2/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK,POTHOTUWA,BF 0138,590,590,360,360
11/2/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK1,POTHOTUWA,BF 0138,820,820,460,460
11/2/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK,POTHOTUWA A,BF 0138,510,510,300,300
11/2/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOP,POTHOTUWA,BF 0138,720,743.3333333,440,556.6666667
11/2/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF1,POTHOTUWA,BF 0138,740,693.3333333,440,430
11/2/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPSP,POTHOTUWA,BF 0138,600,600,460,460
11/2/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPA,POTHOTUWA,BF 0138,510,510,370,370
11/2/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPF,POTHOTUWA,BF 0138,720,720,530,530
11/2/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP,POTHOTUWA,BF 0138,880,880,100,100
11/2/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP1,POTHOTUWA,BF 0138,800,800,100,100
11/2/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFSP,POTHOTUWA,BF 0138,800,800,400,400
11/2/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BM,POTHOTUWA,BF 0138,430,430,400,400
11/2/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1A,POTHOTUWA,BF 0138,415,415,280,280
11/9/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1,POTHOTUWA,BF 0138,630,630,720,720
11/9/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP1,POTHOTUWA,BF 0138,770,770,330,330
11/9/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP,POTHOTUWA,BF 0138,650,650,300,300
11/9/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OPA,POTHOTUWA,BF 0138,665,665,275,275
11/9/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK,POTHOTUWA,BF 0138,590,590,360,360
11/9/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK1,POTHOTUWA,BF 0138,695,695,420,420
11/9/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1,POTHOTUWA A,BF 0138,500,500,400,400
11/9/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP1,POTHOTUWA A,BF 0138,440,440,300,300
11/9/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOP,POTHOTUWA,BF 0138,760,760,420,420
11/9/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF1,POTHOTUWA,BF 0138,750,750,440,440
11/9/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF,POTHOTUWA,BF 0138,550,550,490,490
11/9/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPSP,POTHOTUWA,BF 0138,510,510,475,475
11/9/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPA,POTHOTUWA,BF 0138,500,500,350,350
11/9/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPF,POTHOTUWA,BF 0138,680,680,520,520
11/9/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOP,POTHOTUWA A,BF 0138,560,560,360,360
11/9/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP,POTHOTUWA,BF 0138,980,980,115,115
11/9/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP1,POTHOTUWA,BF 0138,820,820,120,120
11/9/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFSP,POTHOTUWA,BF 0138,880,880,450,450
11/9/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1A,POTHOTUWA,BF 0138,435,435,280,280
11/16/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1,POTHOTUWA,BF 0138,620,620,360,360
11/16/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP1,POTHOTUWA,BF 0138,760,760,350,350
11/16/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK,POTHOTUWA,BF 0138,580,580,360,360
11/16/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK1,POTHOTUWA,BF 0138,780,780,460,460
11/16/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK,POTHOTUWA A,BF 0138,450,450,300,300
11/16/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOP,POTHOTUWA,BF 0138,775,775,420,420
11/16/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF1,POTHOTUWA,BF 0138,800,800,445,445
11/16/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP,POTHOTUWA,BF 0138,780,780,500,500
11/16/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPA,POTHOTUWA,BF 0138,500,500,370,370
11/16/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPF,POTHOTUWA,BF 0138,720,720,520,520
11/16/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP,POTHOTUWA,BF 0138,860,860,105,105
11/16/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP1,POTHOTUWA,BF 0138,900,900,115,115
11/16/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFSP,POTHOTUWA,BF 0138,900,900,475,475
11/16/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BP,POTHOTUWA,BF 0138,510,510,500,500
11/23/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1,POTHOTUWA,BF 0138,670,696.6666667,400,492.6666667
11/23/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP1,POTHOTUWA,BF 0138,695,695,325,325
11/23/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP,POTHOTUWA,BF 0138,680,680,270,270
11/23/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OPA,POTHOTUWA,BF 0138,590,590,265,265
11/23/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK,POTHOTUWA,BF 0138,580,580,360,360
11/23/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK1,POTHOTUWA,BF 0138,740,750,440,433.3333333
11/23/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK,POTHOTUWA A,BF 0138,445,445,300,300
11/23/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOP,POTHOTUWA,BF 0138,785,785,620,620
11/23/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF1,POTHOTUWA,BF 0138,710,710,420,420
11/23/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF,POTHOTUWA,BF 0138,590,590,500,500
11/23/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP,POTHOTUWA,BF 0138,800,800,505,505
11/23/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPSP,POTHOTUWA,BF 0138,460,460,860,860
11/23/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPF,POTHOTUWA,BF 0138,740,740,530,530
11/23/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOP,POTHOTUWA A,BF 0138,500,500,370,370
11/23/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP,POTHOTUWA,BF 0138,1350,1350,150,150
11/23/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP1,POTHOTUWA,BF 0138,1000,1000,180,180
11/23/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFSP,POTHOTUWA,BF 0138,1000,1000,650,650
11/23/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BM,POTHOTUWA,BF 0138,430,430,400,400
11/23/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1A,POTHOTUWA,BF 0138,395,395,280,280
11/23/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,DUST,POTHOTUWA,BF 0138,580,580,600,600
11/30/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1,POTHOTUWA,BF 0138,690,690,560,560
11/30/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP1,POTHOTUWA,BF 0138,740,740,505,505
11/30/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP,POTHOTUWA,BF 0138,670,670,300,300
11/30/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OPA,POTHOTUWA,BF 0138,620,620,270,270
11/30/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK,POTHOTUWA,BF 0138,560,560,360,360
11/30/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK1,POTHOTUWA,BF 0138,770,733.3333333,440,433.3333333
11/30/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOP,POTHOTUWA,BF 0138,720,743.3333333,440,546.6666667
11/30/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF1,POTHOTUWA,BF 0138,790,760,440,580
11/30/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP,POTHOTUWA,BF 0138,810,810,505,505
11/30/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPF,POTHOTUWA,BF 0138,770,770,530,530
11/30/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP,POTHOTUWA,BF 0138,1050,1050,182,182
11/30/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP1,POTHOTUWA,BF 0138,900,900,242,242
11/30/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFSP,POTHOTUWA,BF 0138,920,920,950,950
11/30/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP1,POTHOTUWA A,BF 0138,440,440,300,300
12/6/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1,POTHOTUWA,BF 0138,660,660,720,720
12/6/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP1,POTHOTUWA,BF 0138,710,670,350,440
12/6/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP,POTHOTUWA,BF 0138,655,655,285,285
12/6/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OPA,POTHOTUWA,BF 0138,590,590,270,270
12/6/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK,POTHOTUWA,BF 0138,555,555,360,360
12/6/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK1,POTHOTUWA,BF 0138,760,720,440,586.6666667
12/6/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK,POTHOTUWA A,BF 0138,425,425,300,300
12/6/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOP,POTHOTUWA,BF 0138,665,647.5,435,521.75
12/6/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF1,POTHOTUWA,BF 0138,780,780,445,445
12/6/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF,POTHOTUWA,BF 0138,540,540,490,490
12/6/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP,POTHOTUWA,BF 0138,790,790,505,505
12/6/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPA,POTHOTUWA,BF 0138,490,490,360,360
12/6/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPF,POTHOTUWA,BF 0138,760,760,520,520
12/6/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP,POTHOTUWA,BF 0138,850,850,220,220
12/6/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP1,POTHOTUWA,BF 0138,770,770,133,133
12/6/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFSP,POTHOTUWA,BF 0138,920,920,900,900
12/6/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1A,POTHOTUWA,BF 0138,395,395,280,280
12/6/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,DUST,POTHOTUWA,BF 0138,580,580,600,600
12/14/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1,POTHOTUWA,BF 0138,680,680,560,560
12/14/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP1,POTHOTUWA,BF 0138,680,680,330,330
12/14/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP,POTHOTUWA,BF 0138,670,670,285,285
12/14/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OPA,POTHOTUWA,BF 0138,625,625,270,270
12/14/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK,POTHOTUWA,BF 0138,565,565,360,360
12/14/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK1,POTHOTUWA,BF 0138,730,706.6666667,440,586.6666667
12/14/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP1,POTHOTUWA A,BF 0138,450,450,300,300
12/14/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OPA,POTHOTUWA A,BF 0138,425,425,250,250
12/14/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK,POTHOTUWA A,BF 0138,445,445,300,300
12/14/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOP,POTHOTUWA,BF 0138,655,668.3333333,800,683.3333333
12/14/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF1,POTHOTUWA,BF 0138,730,736.6666667,880,736.6666667
12/14/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF,POTHOTUWA,BF 0138,720,720,500,500
12/14/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP,POTHOTUWA,BF 0138,755,755,1010,1010
12/14/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPSP,POTHOTUWA,BF 0138,520,520,470,470
12/14/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPA,POTHOTUWA,BF 0138,580,580,380,380
12/14/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPF,POTHOTUWA,BF 0138,720,720,520,520
12/14/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP,POTHOTUWA,BF 0138,1350,1350,160,160
12/14/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP1,POTHOTUWA,BF 0138,800,800,400,400
12/14/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFSP,POTHOTUWA,BF 0138,910,910,1100,1100
2/2/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1,POTHOTUWA,BF 0138,450,450,800,800
2/2/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP1,POTHOTUWA,BF 0138,365,365,320,320
2/2/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP,POTHOTUWA,BF 0138,415,415,270,270
2/2/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK,POTHOTUWA,BF 0138,377.5,377.5,520,520
2/2/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK1,POTHOTUWA,BF 0138,410,443.3333333,880,860
2/2/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK,POTHOTUWA A,BF 0138,320,320,600,600
2/2/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOP,POTHOTUWA,BF 0138,420,410,440,556.6666667
2/2/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF1,POTHOTUWA,BF 0138,500,471.6666667,880,860
2/2/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF,POTHOTUWA,BF 0138,427.5,427.5,745,745
2/2/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP,POTHOTUWA,BF 0138,500,490,1000,1176.666667
2/2/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPA,POTHOTUWA,BF 0138,340,340,380,380
2/2/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPF,POTHOTUWA,BF 0138,320,320,450,450
2/2/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP,POTHOTUWA,BF 0138,600,600,210,210
2/2/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP1,POTHOTUWA,BF 0138,520,520,600,600
2/2/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFSP,POTHOTUWA,BF 0138,540,540,875,875
2/2/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1A,POTHOTUWA,BF 0138,300,300,340,340
12/21/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1,POTHOTUWA,BF 0138,690,690,560,560
12/21/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP1,POTHOTUWA,BF 0138,650,670,660,563.3333333
12/21/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP,POTHOTUWA,BF 0138,640,640,270,270
12/21/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OPA,POTHOTUWA,BF 0138,605,605,275,275
12/21/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK,POTHOTUWA,BF 0138,605,605,560,560
12/21/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK1,POTHOTUWA,BF 0138,750,736.6666667,920,760
12/21/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK,POTHOTUWA A,BF 0138,470,470,300,300
12/21/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOP,POTHOTUWA,BF 0138,630,670,800,826.6666667
12/21/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF1,POTHOTUWA,BF 0138,710,723.3333333,880,733.3333333
12/21/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF,POTHOTUWA,BF 0138,650,650,495,495
12/21/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP,POTHOTUWA,BF 0138,770,770,510,670
12/21/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPF,POTHOTUWA,BF 0138,665,665,785,785
12/21/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP,POTHOTUWA,BF 0138,1300,1300,200,200
12/21/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP1,POTHOTUWA,BF 0138,820,820,390,390
12/21/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFSP,POTHOTUWA,BF 0138,880,880,900,900
2/10/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1,POTHOTUWA,BF 0138,442.5,442.5,580,580
2/10/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP1,POTHOTUWA,BF 0138,500,463.3333333,660,546.6666667
2/10/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP,POTHOTUWA,BF 0138,415,415,285,285
2/10/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OPA,POTHOTUWA,BF 0138,417.5,417.5,270,270
2/10/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK,POTHOTUWA,BF 0138,395,395,360,359
2/10/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK1,POTHOTUWA,BF 0138,410,423.75,665,656.75
2/10/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK,POTHOTUWA A,BF 0138,320,320,300,300
2/10/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOP,POTHOTUWA,BF 0138,460,436.6666667,420,420
2/10/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF1,POTHOTUWA,BF 0138,510,510,670,670
2/10/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF,POTHOTUWA,BF 0138,430,430,745,745
2/10/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP,POTHOTUWA,BF 0138,495,495,1010,1010
2/10/2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOP,POTHOTUWA A,BF 0138,340,340,717,717
